iter	Logloss
317	0.005962912304
318	0.005944321639
319	0.005925860243
320	0.005900059759
321	0.005879096854
322	0.005859047305
323	0.005836682144
324	0.005823249864
325	0.00580757795
326	0.005791981961
327	0.005772471316
328	0.005747925499
329	0.005731084547
330	0.005713172117
331	0.005698099341
332	0.005682128256
333	0.00566631399
334	0.00564909885
335	0.005636511638
336	0.005623422713
337	0.005605042752
338	0.005590127678
339	0.00557843316
340	0.005565207252
341	0.00555216428
342	0.005535556285
343	0.00551287456
344	0.005497194776
345	0.005481910188
346	0.005467846453
347	0.005454249919
348	0.005440069246
349	0.005420640488
350	0.005404472176
351	0.005390554141
352	0.005376247424
353	0.005354247925
354	0.005340586363
355	0.005327300489
356	0.005313830115
357	0.005295805135
358	0.005283028808
359	0.00526957413
360	0.005257055944
361	0.005244502821
362	0.005230040787
363	0.005218413783
364	0.005200470116
365	0.005188030935
366	0.005177711646
367	0.005163287127
368	0.005152132131
369	0.005139512992
370	0.005128281258
371	0.005115727957
372	0.005103592476
373	0.005091215007
374	0.005074097947
375	0.005061864334
376	0.005050750563
377	0.005038932103
378	0.005027060906
379	0.005015056351
380	0.005003063209
381	0.004991177741
382	0.004974705603
383	0.004964684223
384	0.00495536696
385	0.00494416312
386	0.004932840721
387	0.004921284202
388	0.004910249822
389	0.004898469887
390	0.004887191258
391	0.004875805038
392	0.004864664364
393	0.004853427742
394	0.004843063893
395	0.004831884479
396	0.00481639882
397	0.004805387686
398	0.004794011706
399	0.004783063053
400	0.004773776303
401	0.004762963234
402	0.004751835412
403	0.004741082542
404	0.004730696295
405	0.004720085638
406	0.004709797044
407	0.004699241548
408	0.004689217163
409	0.004679004423
410	0.004668836993
411	0.004660571985
412	0.004649924982
413	0.004639882387
414	0.004629941899
415	0.004619089784
416	0.00460939827
417	0.004599527413
418	0.004590375891
419	0.004580345486
420	0.004570184132
421	0.004560697772
422	0.004550903608
423	0.004541344556
424	0.004531529832
425	0.004521798591
426	0.004512166633
427	0.004502700062
428	0.004493495605
429	0.004483888319
430	0.004474323737
431	0.004464801563
432	0.004455084086
433	0.004445681105
434	0.004436570767
435	0.004426934116
436	0.004417341413
437	0.004408065975
438	0.004399117426
439	0.00439020806
440	0.004380780846
441	0.004371415456
442	0.004362621256
443	0.004353865215
444	0.004345147075
445	0.00433618116
446	0.004327537978
447	0.00431838665
448	0.004309818656
449	0.004301003647
450	0.004292508627
451	0.004283913807
452	0.004275205909
453	0.00426653473
454	0.004258179297
455	0.004249859127
456	0.004241573987
457	0.004233323649
458	0.004224828332
459	0.004216403952
460	0.004208256528
461	0.004199591057
462	0.004190988822
463	0.004182665807
464	0.004174135608
465	0.00416615625
466	0.004157935183
467	0.004149509744
468	0.004141120085
469	0.004133000899
470	0.00412468056
471	0.004116395317
472	0.00410837607
473	0.004100158826
474	0.004092204879
475	0.004084054779
476	0.004076249085
477	0.004068653413
478	0.0040610882
479	0.004053288315
480	0.004045519426
481	0.004037781342
482	0.004031091717
483	0.004023408663
484	0.004015755902
485	0.004007914352
486	0.004000580719
487	0.003993017557
488	0.00398548396
489	0.00397776461
490	0.003970546182
491	0.003963100035
492	0.003955937717
493	0.003948548204
494	0.003941187213
495	0.003933644715
496	0.003926132417
497	0.003919109236
498	0.003911861171
499	0.003904640791
